Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	22.4627	21.5540	95.57	3.483	NA-NA	HIGH	NA-NA	4	3.483	29/118	95.57	0	IMGVR_UViG_3300007936_000001|3300007936|Ga0114095_100021
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	20.6928	31.3116	96.76	3.208	NA-NA	HIGH	NA-NA	3	3.208	72/200	96.76	54	IMGVR_UViG_2878547026_000002|2878547026|2878547031|75716-123191
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	20.2586	15.5682	98.99	3.141	NA-NA	HIGH	NA-NA	3	3.141	78/107	98.99	0	IMGVR_UViG_3300007934_000006|3300007934|Ga0114086_10003|23-24133
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	9.3162	5.7049	95.26	1.444	NA-NA	LOW	NA-NA	1	1.444	18/81	95.26	17	IMGVR_UViG_2602041920_000003|2602041920|2602088048
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	5.8634	7.8137	98.43	0.909	97.41-99.40	0.909	0.53-1.38	1	1.426	68/186	96.81	27	IMGVR_UViG_2537562229_000003|2537562229|2537636179|11810-53621
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	5.6084	2.3213	99.91	0.870	98.70-101.44	0.870	0.43-1.53	1	1.400	35/62	98.17	0	IMGVR_UViG_2602041592_000002|2602041592|2602056469|11696-24681
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	5.5283	3.8975	98.09	0.857	96.86-99.43	0.857	0.42-1.47	1	1.355	31/98	96.36	1	IMGVR_UViG_2724679328_000003|2724679328|2724725166
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	4.4342	5.9600	98.03	0.688	96.64-99.87	0.688	0.32-1.17	1	1.458	48/179	95.84	34	IMGVR_UViG_2531839416_000002|2531839416|2531896344|557764-599935
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	3.0713	4.2167	96.99	0.476	95.39-98.98	0.476	0.21-1.16	1	1.192	26/177	94.00	25	IMGVR_UViG_2713897267_000001|2713897267|2713960364
trimmed_read1_3001379528-DNA.fastq.gz	imgvr_reps.fna	2.7642	1.6520	100.00	0.429	98.90-102.89	0.429	0.21-0.88	1	1.176	34/75	97.48	0	IMGVR_UViG_2537562228_000005|2537562228|2537636137|2-18753
