Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/151/455/GCF_004151455.1_genomic.fna.gz	96.62	0.085	93.99-97.49	0.085	0.07-0.18	1	1.107	75/2683	89.10	NZ_PRLK01000001.1 Candidatus Nanogingivalis gingivitcus strain TM7_CMJM_G6_1_HOT_870 G6CMJM_1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	96.54	0.154	95.62-97.25	0.154	0.12-0.21	1	1.087	507/10561	90.67	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/096/845/GCF_002096845.1_genomic.fna.gz	96.36	0.545	96.07-96.74	0.545	0.47-0.61	1	1.354	1166/8758	93.70	NZ_NCVK01000060.1 Streptococcus mitis strain OD_317805_11 s_mitis_OD_317805_11_ID_1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/005/GCF_001679005.1_genomic.fna.gz	96.35	0.205	95.53-96.98	0.205	0.16-0.26	1	1.132	576/9834	91.25	NZ_LXTW01000001.1 Moraxella nonliquefaciens strain CCUG 348 contig_1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/369/675/GCA_018369675.1_genomic.fna.gz	95.07	0.061	92.60-95.54	0.061	0.05-0.13	1	1.030	101/8156	86.79	JAGZBU010000009.1 MAG: Haemophilus parainfluenzae isolate L3_106_038G1_dasL3_106_038G1_metabat.metabat.5 L3_106_038G1_scaffold_100, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/448/275/GCF_019448275.1_genomic.fna.gz	95.03	0.571	94.59-95.50	0.571	0.49-0.68	1	1.399	772/8602	92.52	NZ_JAHXBZ010000001.1 Streptococcus humanilactis strain IMAU99125 IMAU99125, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/253/005/GCF_003253005.1_genomic.fna.gz	94.97	0.062	92.47-95.47	0.062	0.06-0.14	1	1.157	102/8417	86.73	NZ_QEPZ01000001.1 Haemophilus parainfluenzae strain C2008003258 C2008003258_S23_ctg_1017, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/187/585/GCF_000187585.1_genomic.fna.gz	94.91	0.291	94.00-95.70	0.291	0.22-0.39	1	1.384	349/6993	90.78	NZ_GL732463.1 Streptococcus peroris ATCC 700780 SCAFFOLD1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	94.90	0.193	93.85-95.80	0.193	0.14-0.27	1	1.088	352/10141	89.73	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/722/775/GCF_000722775.1_genomic.fna.gz	94.83	0.575	94.44-95.21	0.575	0.49-0.67	1	1.330	746/8856	92.33	NZ_JPFZ01000001.1 Streptococcus mitis strain SK608 gsmSK608.contig.0_1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/220/085/GCF_000220085.1_genomic.fna.gz	94.82	0.583	94.48-95.20	0.583	0.50-0.68	1	1.315	689/8111	92.35	NZ_AFQV01000034.1 Streptococcus mitis SK1080 ctg1129645366110, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/947/253/175/GCA_947253175.1_genomic.fna.gz	94.79	0.629	94.23-95.39	0.629	0.50-0.76	1	1.398	485/5429	92.50	CAMXYG010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate SRR17635508_bin.2_metaWRAP_v1.3_MAG genome assembly, contig: ERZ14212505.19, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/175/615/GCF_000175615.1_genomic.fna.gz	94.74	0.333	94.06-95.19	0.333	0.27-0.42	1	1.210	518/9767	90.96	NZ_ACVO01000025.1 Rothia mucilaginosa ATCC 25296 contig00004, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/914/195/GCA_001914195.1_genomic.fna.gz	94.74	0.634	94.34-95.08	0.634	0.55-0.74	1	1.336	763/8685	92.45	MKYF01000030.1 MAG: Streptococcus mitis isolate 0123W_40_11 0123W_scaffold_1041, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/148/545/GCF_000148545.1_genomic.fna.gz	94.73	0.597	94.35-95.07	0.597	0.51-0.70	1	1.403	740/8822	92.32	NZ_AEDV01000108.1 Streptococcus mitis SK597 contigB5, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/074/635/GCF_001074635.1_genomic.fna.gz	94.72	0.598	94.28-95.12	0.598	0.51-0.70	1	1.404	753/8979	92.32	NZ_JUQO01000001.1 Streptococcus mitis strain 850_SMIT 0_226_2877, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/496/165/GCF_009496165.1_genomic.fna.gz	94.72	0.626	94.25-95.13	0.626	0.52-0.75	1	1.409	736/8510	92.41	NZ_WIJQ01000010.1 Streptococcus mitis strain SM08 NODE_10_length_53743_cov_22.439328, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/860/905/GCF_002860905.1_genomic.fna.gz	94.69	0.591	94.28-95.09	0.591	0.50-0.70	1	1.417	734/8928	92.26	NZ_PKIG01000001.1 Streptococcus oralis subsp. dentisani strain UMB0832 .16933_8_21.1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/005/545/GCF_002005545.1_genomic.fna.gz	94.67	0.675	94.34-95.05	0.675	0.57-0.78	1	1.361	785/8727	92.52	NZ_LBMT01000001.1 Streptococcus mitis strain 321A Scaffold1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/946/190/115/GCF_946190115.1_genomic.fna.gz	94.64	0.642	94.24-95.04	0.642	0.54-0.76	1	1.403	727/8454	92.39	NZ_CAMHZG010000001.1 Streptococcus mitis isolate Streptococcus mitis NODE_1_length_220291_cov_95.818490, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/455/GCF_013277455.1_genomic.fna.gz	94.64	0.550	94.12-95.07	0.550	0.46-0.67	1	1.378	674/8788	92.05	NZ_VMMY01000001.1 Streptococcus sp. 5346 5346-99_S28_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001421314-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/369/855/GCA_905369855.1_genomic.fna.gz	94.62	0.668	94.19-95.11	0.668	0.56-0.78	1	1.322	603/6873	92.45	CAJPJN010000001.1 MAG: Streptococcus oralis isolate DRR046084-mag-bin.1 genome assembly, contig: DRR046084-mag-bin.1_2, whole genome shotgun sequence
