Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/005/GCF_001679005.1_genomic.fna.gz	98.11	0.551	97.87-98.39	0.551	0.50-0.60	1	1.344	2308/9834	95.43	NZ_LXTW01000001.1 Moraxella nonliquefaciens strain CCUG 348 contig_1, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	95.32	0.110	93.94-96.99	0.110	0.06-0.17	1	1.052	249/10561	88.61	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	93.86	0.146	92.18-95.26	0.146	0.09-0.25	1	1.080	163/8578	88.00	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/027/545/GCF_002027545.1_genomic.fna.gz	92.57	0.538	92.04-93.04	0.538	0.42-0.66	1	1.354	463/12181	89.99	NZ_MXAN01000001.1 Moraxella lacunata strain CCUG 4441 CCUG_4441T_0000001, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/223/095/GCF_015223095.1_genomic.fna.gz	92.40	0.544	91.89-92.78	0.544	0.45-0.68	1	1.364	423/11687	89.85	NZ_JADFBZ010000001.1 Moraxella sp. K127 Contig_001, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/946/901/205/GCF_946901205.1_genomic.fna.gz	92.06	0.114	90.22-93.02	0.114	0.07-0.22	1	1.054	74/8911	85.68	NZ_CAMPPO010000001.1 Streptococcus sp. Marseille-Q5619 contig00001, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/694/365/GCF_013694365.1_genomic.fna.gz	91.66	0.186	90.19-94.36	0.186	0.08-0.35	1	1.186	97/8507	86.56	NZ_CP059275.1 Limosilactobacillus reuteri strain CNEI-KCA3 chromosome, complete genome
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/903/645/285/GCF_903645285.1_genomic.fna.gz	91.30	0.152	89.38-92.67	0.152	0.08-0.28	1	1.070	71/8493	85.70	NZ_CAHJXN010000001.1 Streptococcus sp. Marseille-Q2617, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/005/545/GCF_002005545.1_genomic.fna.gz	91.22	0.152	89.36-92.47	0.152	0.09-0.29	1	1.070	71/8727	85.62	NZ_LBMT01000001.1 Streptococcus mitis strain 321A Scaffold1, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/220/085/GCF_000220085.1_genomic.fna.gz	91.20	0.140	88.88-92.86	0.140	0.09-0.31	1	1.066	61/8111	85.41	NZ_AFQV01000034.1 Streptococcus mitis SK1080 ctg1129645366110, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/347/015/GCA_001347015.1_genomic.fna.gz	91.01	0.212	89.67-92.81	0.212	0.11-0.35	1	1.126	95/9220	86.28	CFGI01000001.1 Streptococcus pneumoniae genome assembly 6938_6#7, scaffold ERS022181SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/632/285/GCF_001632285.1_genomic.fna.gz	90.95	0.544	90.16-91.82	0.544	0.38-0.73	1	1.326	181/8176	88.43	NZ_LWAH01000001.1 Moraxella catarrhalis strain CCUG 353 contig_1, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/839/165/GCA_016839165.1_genomic.fna.gz	90.88	0.126	89.71-92.29	0.126	0.07-0.18	1	1.069	203/33139	84.84	CP069300.1 Bradyrhizobium sp. PSBB068 chromosome, complete genome
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/148/585/GCF_000148585.2_genomic.fna.gz	90.74	0.154	88.48-92.18	0.154	0.10-0.35	1	1.071	56/7991	85.21	NZ_CP028414.1 Streptococcus mitis NCTC 12261 chromosome, complete genome
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/625/765/GCF_026625765.1_genomic.fna.gz	90.73	0.174	89.23-92.52	0.174	0.09-0.31	1	1.080	125/15957	85.52	NZ_CP113062.1 Frigoribacterium sp. SL97 chromosome
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/027/165/GCF_000027165.1_genomic.fna.gz	90.68	0.148	88.60-91.82	0.148	0.10-0.29	1	1.069	58/8732	85.07	NC_013853.1 Streptococcus mitis B6, complete sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/171/885/GCA_001171885.1_genomic.fna.gz	90.68	0.216	89.11-92.85	0.216	0.09-0.40	1	1.179	84/8974	86.01	CKQD01000001.1 Streptococcus pneumoniae genome assembly 6680_6#10, scaffold ERS020456SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/943/912/555/GCF_943912555.1_genomic.fna.gz	90.66	0.133	88.23-91.35	0.133	0.11-0.33	1	1.062	48/8048	84.77	NZ_CALTUR010000001.1 MAG: uncultured Streptococcus sp. isolate WUFO5OxywB_bin.3.MAG NODE_36_length_53999_cov_11.507230, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/731/465/GCF_009731465.1_genomic.fna.gz	90.59	0.133	87.93-91.60	0.133	0.11-0.31	1	1.062	48/8228	84.71	NZ_AP021887.1 Streptococcus sp. 116-D4 chromosome, complete genome
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/276/625/GCF_013276625.1_genomic.fna.gz	90.57	0.216	89.11-92.16	0.216	0.12-0.36	1	1.133	83/9194	85.91	NZ_VMLI01000001.1 Streptococcus sp. 9903 9903_S27_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001348312-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/096/185/GCA_001096185.1_genomic.fna.gz	90.56	0.250	89.21-92.59	0.250	0.11-0.43	1	1.185	92/8989	86.26	CRPU01000001.1 Streptococcus pneumoniae genome assembly 6775_1#8, scaffold ERS020334SCcontig000001, whole genome shotgun sequence
