Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	98.77	1.200	98.66-98.89	1.200	1.11-1.27	2	1.839	4086/8578	97.64	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/632/285/GCF_001632285.1_genomic.fna.gz	98.18	0.344	97.74-98.51	0.344	0.30-0.40	1	1.190	1350/8176	94.36	NZ_LWAH01000001.1 Moraxella catarrhalis strain CCUG 353 contig_1, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/901/482/445/GCF_901482445.1_genomic.fna.gz	97.44	0.070	95.69-99.65	0.070	0.03-0.12	1	1.048	269/8919	89.32	NZ_LR590477.1 Neisseria lactamica strain NCTC10617 chromosome 1
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/045/GCF_001679045.1_genomic.fna.gz	96.84	0.047	94.14-97.32	0.047	0.04-0.11	1	1.096	135/7971	87.67	NZ_LYCK01000001.1 Haemophilus haemolyticus strain CCUG 12834 contig_1, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/384/255/GCF_006384255.1_genomic.fna.gz	96.74	0.074	94.95-98.58	0.074	0.03-0.13	1	1.079	228/8908	88.85	NZ_VCED01000001.1 Haemophilus seminalis strain SZY H1 Scaffold1, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/943/181/435/GCF_943181435.1_genomic.fna.gz	96.45	0.056	93.92-97.62	0.056	0.04-0.12	1	1.040	149/8453	87.79	NZ_OW969598.1 Neisseria sp. Marseille-Q6792 chromosome contig00001
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/351/405/GCF_003351405.1_genomic.fna.gz	96.10	0.068	94.17-97.53	0.068	0.04-0.13	1	1.045	154/8082	88.01	NZ_CP031240.1 Haemophilus haemolyticus strain M19345 chromosome, complete genome
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/087/075/GCF_002087075.1_genomic.fna.gz	95.97	1.095	95.77-96.14	1.095	0.99-1.20	1	1.852	1712/9171	94.73	NZ_MWSM01000001.1 Streptococcus pseudopneumoniae ATCC BAA-960 = CCUG 49455 CCUG_49455T_0000001, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/347/015/GCA_001347015.1_genomic.fna.gz	95.42	0.989	95.18-95.70	0.989	0.87-1.09	1	1.851	1360/9220	94.01	CFGI01000001.1 Streptococcus pneumoniae genome assembly 6938_6#7, scaffold ERS022181SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/475/315/GCF_900475315.1_genomic.fna.gz	95.29	0.061	92.80-95.59	0.061	0.06-0.14	1	1.049	103/7805	86.97	NZ_LS483369.1 Neisseria cinerea strain NCTC10294 chromosome 1, complete sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/096/185/GCA_001096185.1_genomic.fna.gz	95.27	1.118	95.06-95.45	1.118	1.01-1.23	2	1.927	1351/8989	94.07	CRPU01000001.1 Streptococcus pneumoniae genome assembly 6775_1#8, scaffold ERS020334SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/171/885/GCA_001171885.1_genomic.fna.gz	95.20	1.016	94.98-95.42	1.016	0.89-1.12	1	1.863	1251/8974	93.84	CKQD01000001.1 Streptococcus pneumoniae genome assembly 6680_6#10, scaffold ERS020456SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/475/GCF_013277475.1_genomic.fna.gz	95.19	1.058	94.97-95.42	1.058	0.94-1.15	1	1.819	1306/9183	93.90	NZ_VMMZ01000001.1 Streptococcus sp. k-628 k-628_S22_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/113/365/GCA_001113365.1_genomic.fna.gz	95.18	1.003	94.98-95.43	1.003	0.87-1.09	1	1.825	1351/9843	93.79	CKYA01000001.1 Streptococcus pneumoniae genome assembly 6823_7#22, scaffold ERS021524SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001351698-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/415/GCF_013277415.1_genomic.fna.gz	95.14	1.006	94.89-95.37	1.006	0.88-1.12	1	1.884	1229/9052	93.76	NZ_VMMX01000001.1 Streptococcus sp. 68 68_S3_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
