Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	98.11	0.079	96.72-99.50	0.079	0.05-0.12	1	1.038	446/10561	90.30	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/241/315/GCF_003241315.1_genomic.fna.gz	97.91	0.042	95.33-98.16	0.042	0.04-0.09	1	1.034	147/6894	88.33	NZ_QFOZ01000001.1 MAG: Lawsonella clevelandensis isolate S2_006_000_R1_57 S2_006_000_R1_scaffold_1, whole genome shotgun sequence
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/688/415/GCF_000688415.1_genomic.fna.gz	97.89	0.118	96.77-98.68	0.118	0.09-0.16	1	1.073	562/9809	91.19	NZ_JIAH01000001.1 Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00010.10_C, whole genome shotgun sequence
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/943/913/655/GCA_943913655.1_genomic.fna.gz	97.89	0.208	97.11-98.60	0.208	0.17-0.26	1	1.333	577/5936	92.76	CALTZA010000001.1 MAG: uncultured Francisella sp. isolate G79AyWT62A_bin.4.MAG genome assembly, contig: NODE_9_length_210779_cov_13.887189, whole genome shotgun sequence
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/632/285/GCF_001632285.1_genomic.fna.gz	97.25	0.132	96.03-98.10	0.132	0.10-0.19	1	1.087	425/8176	90.90	NZ_LWAH01000001.1 Moraxella catarrhalis strain CCUG 353 contig_1, whole genome shotgun sequence
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	96.86	0.163	95.90-97.45	0.163	0.13-0.22	1	1.083	480/8578	91.12	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/520/795/GCF_023520795.1_genomic.fna.gz	96.28	0.064	93.92-98.00	0.064	0.03-0.13	1	1.066	197/10329	88.01	NZ_CP046605.1 Corynebacterium accolens strain DSM 44278 chromosome, complete genome
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/843/545/GCF_004843545.1_genomic.fna.gz	95.45	0.071	93.28-97.04	0.071	0.04-0.14	1	1.034	146/9022	87.54	NZ_CP039457.1 Streptococcus pasteurianus strain WUSP067 chromosome, complete genome
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/245/815/GCF_000245815.1_genomic.fna.gz	95.21	0.237	94.25-95.93	0.237	0.18-0.31	1	1.108	361/7821	90.55	NZ_JH601103.1 Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence
trimmed_read1_3001384568-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/385/165/GCF_006385165.1_genomic.fna.gz	94.91	0.067	92.35-95.61	0.067	0.06-0.15	1	1.033	92/7122	86.91	NZ_VFJA01000001.1 Streptococcus symci strain C17 Scaffold1, whole genome shotgun sequence
