Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	98.77	0.585	98.56-98.95	0.585	0.54-0.63	1	1.336	2589/8578	96.21	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/005/GCF_001679005.1_genomic.fna.gz	98.03	0.405	97.70-98.35	0.405	0.36-0.45	1	1.230	1768/9834	94.61	NZ_LXTW01000001.1 Moraxella nonliquefaciens strain CCUG 348 contig_1, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/632/285/GCF_001632285.1_genomic.fna.gz	97.90	0.147	97.07-98.55	0.147	0.11-0.19	1	1.113	583/8176	91.83	NZ_LWAH01000001.1 Moraxella catarrhalis strain CCUG 353 contig_1, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/655/GCF_001457655.1_genomic.fna.gz	97.89	1.648	97.77-97.97	1.648	1.54-1.77	2	2.225	3323/7983	97.21	NZ_LN831035.1 Haemophilus influenzae strain NCTC8143 chromosome 1, complete sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/703/545/GCF_019703545.1_genomic.fna.gz	97.66	1.649	97.55-97.76	1.649	1.52-1.76	2	2.220	3137/8083	96.99	NZ_AP018771.1 Haemophilus influenzae strain CHBN-II-8 isolate 10H27 chromosome, complete genome
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/984/305/GCF_002984305.1_genomic.fna.gz	97.53	1.613	97.44-97.64	1.613	1.49-1.71	2	2.249	3148/8528	96.84	NZ_NEAA01000096.1 Haemophilus influenzae strain 135P16H1 N135P16H1_100_1, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/005/888/195/GCF_005888195.1_genomic.fna.gz	97.50	1.713	97.39-97.62	1.713	1.58-1.83	2	2.265	3085/8234	96.88	NZ_LNKR01000001.1 Haemophilus influenzae biotype aegyptius strain KC1018 contig_001, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/475/755/GCF_900475755.1_genomic.fna.gz	96.61	1.583	96.47-96.74	1.583	1.47-1.71	2	2.203	2137/7845	95.89	NZ_LS483411.1 Haemophilus influenzae strain NCTC11426 chromosome 1, complete sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/087/075/GCF_002087075.1_genomic.fna.gz	95.80	0.580	95.48-96.17	0.580	0.50-0.64	1	1.380	1069/9171	93.30	NZ_MWSM01000001.1 Streptococcus pseudopneumoniae ATCC BAA-960 = CCUG 49455 CCUG_49455T_0000001, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/347/015/GCA_001347015.1_genomic.fna.gz	95.29	0.518	94.91-95.75	0.518	0.43-0.61	1	1.423	837/9220	92.55	CFGI01000001.1 Streptococcus pneumoniae genome assembly 6938_6#7, scaffold ERS022181SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/096/185/GCA_001096185.1_genomic.fna.gz	95.09	0.562	94.64-95.54	0.562	0.48-0.67	1	1.393	812/8989	92.54	CRPU01000001.1 Streptococcus pneumoniae genome assembly 6775_1#8, scaffold ERS020334SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/171/885/GCA_001171885.1_genomic.fna.gz	95.00	0.531	94.53-95.51	0.531	0.44-0.64	1	1.409	755/8974	92.33	CKQD01000001.1 Streptococcus pneumoniae genome assembly 6680_6#10, scaffold ERS020456SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/515/GCF_013277515.1_genomic.fna.gz	94.97	0.528	94.50-95.43	0.528	0.43-0.62	1	1.406	744/8972	92.28	NZ_VMNB01000001.1 Streptococcus sp. k-402 k-402_R1_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/493/605/GCF_003493605.1_genomic.fna.gz	94.96	1.572	94.74-95.10	1.572	1.41-1.77	2	2.259	1260/7850	94.27	NZ_QQKA01000001.1 Haemophilus haemolyticus strain M19187 M19187_HUY4190A139_cleaned_ctg_3530, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/439/915/GCF_030439915.1_genomic.fna.gz	94.95	0.529	94.45-95.50	0.529	0.42-0.63	1	1.406	694/8418	92.27	NZ_JAQFJG010000010.1 Streptococcus sp. SPS1 NODE_10_length_71805_cov_189.924538, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/222/025/GCF_000222025.1_genomic.fna.gz	94.89	1.583	94.68-95.03	1.583	1.43-1.80	2	2.186	1182/7558	94.19	NZ_AFQO01000022.1 Haemophilus haemolyticus M19501 M19501_022, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/205/GCF_013277205.1_genomic.fna.gz	94.87	0.529	94.44-95.26	0.529	0.44-0.63	1	1.401	760/9465	92.19	NZ_VMMO01000001.1 Streptococcus sp. 202 202_S24_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001369346-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/113/365/GCA_001113365.1_genomic.fna.gz	94.87	0.533	94.40-95.27	0.533	0.45-0.62	1	1.387	795/9843	92.20	CKYA01000001.1 Streptococcus pneumoniae genome assembly 6823_7#22, scaffold ERS021524SCcontig000001, whole genome shotgun sequence
