Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	15.6832	9.6366	95.86	2.412	NA-NA	LOW	NA-NA	2	2.412	17/63	95.86	0	IMGVR_UViG_2924800864_000011|2924800864|2924801062
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	14.6312	19.3414	96.19	2.250	95.67-97.76	2.250	0.64-2.79	2	2.475	40/149	95.85	39	IMGVR_UViG_2937907864_000002|2937907864|2937907926|108018-140834
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	12.1086	20.6994	98.68	1.862	98.19-99.23	1.862	1.19-2.71	2	2.583	103/184	98.15	27	IMGVR_UViG_647000259_000004|647000259|647006274
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	11.0047	7.5124	98.55	1.692	98.03-99.96	1.692	0.60-1.85	2	2.475	40/77	97.91	7	IMGVR_UViG_2906574972_000004|2906574972|2906574979|172784-189730
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	8.8818	10.5283	99.17	1.366	98.66-100.08	1.366	0.81-1.79	1	1.700	80/139	98.23	0	IMGVR_UViG_2531839692_000002|2531839692|2531931893
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	7.3698	4.1752	95.43	1.133	NA-NA	LOW	NA-NA	1	1.133	15/64	95.43	0	IMGVR_UViG_3300007302_000004|3300007302|Ga0104927_100065
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	7.2678	8.6106	95.94	1.118	NA-NA	LOW	NA-NA	1	1.118	34/123	95.94	0	IMGVR_UViG_3300007302_000001|3300007302|Ga0104927_100021
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	6.6886	7.8190	100.00	1.029	99.32-101.27	1.029	0.59-1.49	2	2.354	82/126	98.62	0	IMGVR_UViG_640612208_000007|640612208|640613176|89-29109
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	5.2022	4.0262	98.62	0.800	97.55-100.27	0.800	0.42-1.30	1	1.345	29/81	96.74	0	IMGVR_UViG_2602041920_000003|2602041920|2602088048
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	5.0344	3.1962	100.00	0.774	100.07-103.03	0.774	0.33-1.27	1	2.053	57/73	99.21	0	IMGVR_UViG_2906600456_000002|2906600456|2906600458|249-16009
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	4.5019	2.2889	99.72	0.692	NA-NA	0.692	NA-NA	2	2.296	27/59	97.51	1	IMGVR_UViG_2657244937_000002|2657244937|2657248359
trimmed_read1_3001369346-DNA.fastq.gz	imgvr_reps.fna	1.6257	2.1657	99.70	0.250	NA-NA	0.250	NA-NA	1	1.179	28/139	94.96	0	IMGVR_UViG_3300008381_000019|3300008381|Ga0114858_100002|183570-216641
