Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/120/595/GCF_010120595.1_genomic.fna.gz	98.45	0.690	98.28-98.66	0.690	0.63-0.74	1	1.414	2638/8584	96.27	NZ_CP038020.1 Streptococcus thermophilus strain ATCC 19258 chromosome, complete genome
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/087/075/GCF_002087075.1_genomic.fna.gz	97.53	0.367	97.15-97.89	0.367	0.33-0.41	1	1.235	1300/9171	93.89	NZ_MWSM01000001.1 Streptococcus pseudopneumoniae ATCC BAA-960 = CCUG 49455 CCUG_49455T_0000001, whole genome shotgun sequence
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	96.85	0.088	95.55-98.24	0.088	0.05-0.14	1	1.042	331/10561	89.43	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	95.93	0.324	95.43-96.29	0.324	0.27-0.38	1	1.182	654/8578	92.03	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/901/845/GCF_002901845.1_genomic.fna.gz	95.90	0.077	93.99-97.97	0.077	0.04-0.14	1	1.109	193/9599	88.16	NZ_PPQE01000008.1 Staphylococcus hominis subsp. hominis strain NCTC 11320 NCTC11320_e2_c10, whole genome shotgun sequence
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/408/355/GCF_030408355.1_genomic.fna.gz	95.80	0.057	93.52-96.99	0.057	0.04-0.11	1	1.028	145/9929	87.25	NZ_CP046606.1 Corynebacterium afermentans subsp. afermentans strain DSM 44280 chromosome, complete genome
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/448/275/GCF_019448275.1_genomic.fna.gz	95.58	0.228	94.82-96.39	0.228	0.17-0.30	1	1.278	435/8602	90.82	NZ_JAHXBZ010000001.1 Streptococcus humanilactis strain IMAU99125 IMAU99125, whole genome shotgun sequence
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/860/905/GCF_002860905.1_genomic.fna.gz	95.46	0.230	94.65-96.13	0.230	0.16-0.30	1	1.295	438/8928	90.73	NZ_PKIG01000001.1 Streptococcus oralis subsp. dentisani strain UMB0832 .16933_8_21.1, whole genome shotgun sequence
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/903/645/285/GCF_903645285.1_genomic.fna.gz	95.46	0.325	94.73-96.01	0.325	0.26-0.40	1	1.192	558/8493	91.59	NZ_CAHJXN010000001.1 Streptococcus sp. Marseille-Q2617, whole genome shotgun sequence
trimmed_read1_3000885580-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/947/253/175/GCA_947253175.1_genomic.fna.gz	95.42	0.268	94.55-96.29	0.268	0.18-0.35	1	1.185	303/5429	91.11	CAMXYG010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate SRR17635508_bin.2_metaWRAP_v1.3_MAG genome assembly, contig: ERZ14212505.19, whole genome shotgun sequence
