Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/196/555/GCF_000196555.1_genomic.fna.gz	99.31	8.490	NA-NA	HIGH	NA-NA	8	8.490	8058/9990	99.31	NC_015067.1 Bifidobacterium longum subsp. longum JCM 1217, complete sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/154/445/GCF_000154445.1_genomic.fna.gz	99.28	1.023	99.18-99.37	1.023	0.97-1.07	1	1.809	6543/12778	97.86	NZ_DS499569.1 Intestinibacter bartlettii DSM 16795 Scfld_02_17, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/025/135/GCF_001025135.1_genomic.fna.gz	99.23	1.947	99.11-99.29	1.947	1.84-2.22	2	2.624	6478/9564	98.75	NZ_AP012323.1 Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456 strain JCM 1255 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/280/875/GCF_001280875.1_genomic.fna.gz	99.20	0.690	99.06-99.36	0.690	0.65-0.73	1	1.437	5383/13800	97.01	NZ_LGAJ01000001.1 Sellimonas intestinalis strain BR72 contig_1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/202/265/GCA_905202265.1_genomic.fna.gz	99.15	9.905	NA-NA	HIGH	NA-NA	9	9.905	7420/9654	99.15	CAJKRE010000001.1 MAG TPA_asm: Bifidobacterium longum isolate ERR1430398-bin.4 genome assembly, contig: NODE_23_length_243841_cov_481.625003, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/152/405/GCF_025152405.1_genomic.fna.gz	99.15	4.459	NA-NA	HIGH	NA-NA	4	4.459	8547/11143	99.15	NZ_CP102292.1 [Ruminococcus] lactaris ATCC 29176 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/287/615/GCF_014287615.1_genomic.fna.gz	99.10	0.183	98.74-99.39	0.183	0.16-0.20	1	1.192	3419/26609	93.60	NZ_JACOOU010000001.1 Blautia celeris strain NSJ-34 HP-D35-62_ctg001, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/557/165/GCA_900557165.1_genomic.fna.gz	98.98	0.532	98.81-99.16	0.532	0.49-0.57	1	1.343	3018/10056	96.19	USRS01000001.1 uncultured Clostridium sp. isolate UMGS2014 genome assembly, contig: NODE_178_length_94279_cov_5.020759, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/384/895/GCF_014384895.1_genomic.fna.gz	98.95	0.169	98.55-99.29	0.169	0.15-0.19	1	1.109	1907/16827	93.22	NZ_JACRSQ010000001.1 Bianquea renquensis strain NSJ-32 H6_ctg0001, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/025/175/GCF_001025175.1_genomic.fna.gz	98.88	0.673	98.72-99.09	0.673	0.62-0.71	1	2.480	3540/9783	96.77	NZ_AP012324.1 Bifidobacterium breve DSM 20213 = JCM 1192 chromosome, complete genome
