Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/151/535/GCF_025151535.1_genomic.fna.gz	96.66	0.042	94.09-97.62	0.042	0.03-0.10	1	1.031	194/13404	87.23	NZ_CP102288.1 Segatella copri DSM 18205 chromosome, complete genome
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	96.33	0.085	94.79-97.97	0.085	0.05-0.14	1	1.041	270/10561	88.85	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/494/135/GCF_009494135.1_genomic.fna.gz	95.91	0.094	94.76-97.26	0.094	0.06-0.14	1	1.061	358/14513	88.74	NZ_VZCN01000152.1 Segatella copri strain iAK278 NODE_100_length_10823_cov_4.92608_ID_291, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/015/465/GCF_026015465.1_genomic.fna.gz	95.43	0.060	93.42-97.20	0.060	0.03-0.11	1	1.038	208/15320	87.05	NZ_JAPDUQ010000001.1 Segatella copri strain N016-9 1, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/949/820/605/GCA_949820605.1_genomic.fna.gz	94.83	0.064	92.85-96.51	0.064	0.03-0.12	1	1.041	194/16156	86.71	CATKVU010000001.1 Prevotella copri isolate Prevotella copri Bg131 genome assembly, contig: gnlWUSMEFCGSSBNJCFFJJN_1, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/243/175/GCF_002243175.1_genomic.fna.gz	94.76	0.065	92.08-95.34	0.065	0.06-0.15	1	1.052	96/8062	86.68	NZ_NDYF01000004.1 Finegoldia magna strain 12T272 10c, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/463/005/GCA_003463005.1_genomic.fna.gz	94.68	0.070	93.17-96.44	0.070	0.04-0.12	1	1.062	210/16936	86.80	QSCI01000001.1 Segatella copri strain OF03-3 OF03-3.Scaf1, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/622/245/GCA_021622245.1_genomic.fna.gz	94.27	0.066	92.58-95.59	0.066	0.04-0.12	1	1.044	158/15465	86.25	JAJVTK010000010.1 MAG: Segatella copri isolate A2_bin.1.fa NODE_10_length_112548_cov_121.040936, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/182/075/GCF_003182075.1_genomic.fna.gz	94.24	0.107	92.20-96.11	0.107	0.05-0.21	1	1.079	140/8688	87.53	NZ_QGTH01000001.1 Finegoldia magna strain DSM 20470 Ga0244520_101, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/026/015/295/GCA_026015295.1_genomic.fna.gz	94.23	0.077	92.63-95.75	0.077	0.04-0.13	1	1.047	191/16347	86.63	JAPDUW010000001.1 Segatella copri strain Ind63-31 1, whole genome shotgun sequence
trimmed_read1_3001370851-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/465/495/GCA_003465495.1_genomic.fna.gz	94.07	0.111	92.68-95.76	0.111	0.06-0.18	1	1.076	250/15813	87.48	QSAV01000001.1 Segatella copri strain AF10-17 AF10-17.Scaf1, whole genome shotgun sequence
