Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/220/085/GCF_000220085.1_genomic.fna.gz	23.0563	22.2817	97.69	5.875	NA-NA	HIGH	NA-NA	5	5.875	3928/8111	97.69	19	NZ_AFQV01000034.1 Streptococcus mitis SK1080 ctg1129645366110, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/455/GCF_013277455.1_genomic.fna.gz	19.9900	20.1682	95.62	5.093	NA-NA	HIGH	NA-NA	5	5.093	2194/8788	95.62	2001	NZ_VMMY01000001.1 Streptococcus sp. 5346 5346-99_S28_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/371/275/GCA_905371275.1_genomic.fna.gz	15.9527	15.9263	97.31	4.065	NA-NA	HIGH	NA-NA	4	4.065	3707/8641	97.31	0	CAJPLH010000001.1 MAG: Prevotellaceae bacterium isolate SRR6059114-mag-bin.4 genome assembly, contig: SRR6059114-mag-bin.4_55, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/005/545/GCF_002005545.1_genomic.fna.gz	14.9524	15.6910	95.04	3.810	NA-NA	HIGH	NA-NA	3	3.810	1804/8727	95.04	2156	NZ_LBMT01000001.1 Streptococcus mitis strain 321A Scaffold1, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/992/135/GCF_003992135.1_genomic.fna.gz	4.6204	4.5240	97.54	1.177	97.39-97.70	1.177	1.09-1.26	2	1.875	2686/8396	96.39	38	NZ_RQVN01000001.1 Veillonella sp. VA142 contig_0001, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/162/475/GCF_000162475.2_genomic.fna.gz	3.7373	3.2394	96.14	0.952	95.94-96.33	0.952	0.85-1.03	1	1.654	1341/7392	94.64	53	NZ_KI391971.1 Granulicatella elegans ATCC 700633 supercont2.1, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/369/855/GCA_905369855.1_genomic.fna.gz	3.5641	2.8275	95.35	0.908	95.03-95.65	0.908	0.78-1.03	2	3.260	942/6873	93.79	2057	CAJPJN010000001.1 MAG: Streptococcus oralis isolate DRR046084-mag-bin.1 genome assembly, contig: DRR046084-mag-bin.1_2, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/384/255/GCF_006384255.1_genomic.fna.gz	2.3424	2.4014	96.25	0.597	95.98-96.60	0.597	0.52-0.66	1	1.354	1226/8908	93.80	82	NZ_VCED01000001.1 Haemophilus seminalis strain SZY H1 Scaffold1, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/992/055/GCF_003992055.1_genomic.fna.gz	1.5014	1.4137	95.02	0.383	94.40-95.56	0.383	0.31-0.47	1	1.365	534/8179	91.57	274	NZ_RQVD01000001.1 Veillonella sp. CHU740 contig_0001, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/553/035/GCF_001553035.1_genomic.fna.gz	1.2001	1.1292	98.13	0.306	97.62-98.54	0.306	0.26-0.35	1	1.269	1180/7992	94.02	0	NZ_KQ959913.1 Gemella haemolysans strain DNF01167 Scaffold15, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/956/585/GCF_001956585.1_genomic.fna.gz	0.9295	1.4417	97.84	0.237	97.39-98.17	0.237	0.21-0.27	1	1.121	1457/13615	93.04	0	NZ_MSRR01000001.1 Actinomyces naeslundii strain NCTC 10301 NCTC10301_contig001, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/175/615/GCF_000175615.1_genomic.fna.gz	0.8870	0.9946	95.81	0.226	95.05-96.39	0.226	0.18-0.29	1	1.112	525/9767	91.00	9	NZ_ACVO01000025.1 Rothia mucilaginosa ATCC 25296 contig00004, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/267/835/GCF_013267835.1_genomic.fna.gz	0.7689	0.8505	96.53	0.196	95.77-97.17	0.196	0.15-0.25	1	1.100	541/9089	91.30	67	NZ_CP053939.1 Neisseria mucosa strain FDAARGOS_758 chromosome, complete genome
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/738/225/GCF_009738225.1_genomic.fna.gz	0.7631	0.9269	95.79	0.194	94.90-96.45	0.194	0.15-0.26	1	1.097	476/10219	90.58	116	NZ_CP018187.1 Streptococcus salivarius strain ICDC2 chromosome, complete genome
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/187/465/GCF_000187465.1_genomic.fna.gz	0.7136	0.6762	95.73	0.182	94.76-96.50	0.182	0.14-0.24	1	1.206	354/8230	90.35	497	NZ_GL732439.1 Streptococcus infantis ATCC 700779 SCAFFOLD1, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/931/395/GCF_014931395.1_genomic.fna.gz	0.6907	0.7476	97.98	0.176	97.28-98.52	0.176	0.14-0.22	1	1.107	788/9188	92.38	4	NZ_CP063120.1 Haemophilus parainfluenzae strain M1C137_2 chromosome, complete genome
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/943/181/435/GCF_943181435.1_genomic.fna.gz	0.6132	0.6172	97.87	0.156	97.27-98.78	0.156	0.11-0.19	1	1.094	628/8453	91.96	0	NZ_OW969598.1 Neisseria sp. Marseille-Q6792 chromosome contig00001
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/916/440/255/GCA_916440255.1_genomic.fna.gz	0.6012	0.9193	96.22	0.153	95.41-97.13	0.153	0.11-0.20	1	1.206	530/12280	90.36	4	CAKAIJ010000001.1 MAG TPA_asm: uncultured Prevotella sp. isolate DRR214959_bin.13_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000537, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/187/585/GCF_000187585.1_genomic.fna.gz	0.5640	0.4599	97.05	0.144	96.20-98.21	0.144	0.10-0.19	1	1.186	370/6993	90.95	310	NZ_GL732463.1 Streptococcus peroris ATCC 700780 SCAFFOLD1, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/916/439/115/GCA_916439115.1_genomic.fna.gz	0.4750	0.5429	96.12	0.121	94.76-97.68	0.121	0.07-0.19	1	1.057	333/9949	89.62	13	CAKAHO010000001.1 MAG TPA_asm: uncultured Prevotella sp. isolate DRR214960_bin.38_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01000327, whole genome shotgun sequence
trimmed_read1_3001168525-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/749/495/GCF_022749495.1_genomic.fna.gz	0.4374	0.6094	96.01	0.111	94.83-97.21	0.111	0.07-0.17	1	1.058	342/11476	89.29	113	NZ_CP094241.1 Neisseria macacae ATCC 33926 chromosome, complete genome
