Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	98.41	0.114	97.80-98.89	0.114	0.10-0.14	1	1.058	1561/23841	91.58	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/943/913/655/GCA_943913655.1_genomic.fna.gz	98.08	0.100	96.92-99.41	0.100	0.06-0.15	1	2.173	318/5936	90.99	CALTZA010000001.1 MAG: uncultured Francisella sp. isolate G79AyWT62A_bin.4.MAG genome assembly, contig: NODE_9_length_210779_cov_13.887189, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	97.95	0.543	97.76-98.17	0.543	0.49-0.59	1	1.309	2620/11892	95.24	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	97.83	0.192	97.23-98.34	0.192	0.16-0.23	1	1.098	758/8578	92.47	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/703/545/GCF_019703545.1_genomic.fna.gz	97.75	0.439	97.38-98.04	0.439	0.39-0.49	1	1.243	1420/8083	94.54	NZ_AP018771.1 Haemophilus influenzae strain CHBN-II-8 isolate 10H27 chromosome, complete genome
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/655/GCF_001457655.1_genomic.fna.gz	97.54	0.422	97.19-97.87	0.422	0.37-0.47	1	1.238	1271/7983	94.24	NZ_LN831035.1 Haemophilus influenzae strain NCTC8143 chromosome 1, complete sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/984/305/GCF_002984305.1_genomic.fna.gz	97.35	0.451	96.96-97.67	0.451	0.40-0.51	1	1.284	1347/8528	94.22	NZ_NEAA01000096.1 Haemophilus influenzae strain 135P16H1 N135P16H1_100_1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/005/888/195/GCF_005888195.1_genomic.fna.gz	97.17	0.460	96.78-97.50	0.460	0.40-0.52	1	1.264	1247/8234	94.09	NZ_LNKR01000001.1 Haemophilus influenzae biotype aegyptius strain KC1018 contig_001, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/287/335/GCF_014287335.1_genomic.fna.gz	96.41	0.321	95.86-96.90	0.321	0.26-0.39	1	1.169	699/7889	92.48	NZ_JACOOM010000021.1 Streptococcus hominis strain NSJ-17 E-D3-64_ctg002, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/475/755/GCF_900475755.1_genomic.fna.gz	96.02	0.419	95.62-96.44	0.419	0.34-0.50	1	1.231	763/7845	92.76	NZ_LS483411.1 Haemophilus influenzae strain NCTC11426 chromosome 1, complete sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/377/625/GCF_000377625.1_genomic.fna.gz	95.96	0.076	94.09-98.00	0.076	0.03-0.14	1	1.036	247/12169	88.19	NZ_KB898325.1 Prevotella veroralis DSM 19559 = JCM 6290 strain DSM 19559 D464DRAFT_scaffold00001.1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/414/905/GCF_019414905.1_genomic.fna.gz	95.87	0.112	94.42-97.38	0.112	0.07-0.18	1	1.048	208/7206	89.19	NZ_DXLC01000001.1 MAG: Streptococcus sp. isolate HRGM_Genome_0314 HRGM_Genome_0314_1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/526/085/GCF_020526085.1_genomic.fna.gz	95.82	0.110	94.85-96.56	0.110	0.09-0.15	1	1.055	651/23428	89.08	NZ_CP084874.1 Klebsiella africana strain 200023 chromosome, complete genome
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/946/901/205/GCF_946901205.1_genomic.fna.gz	95.81	0.143	94.41-97.15	0.143	0.09-0.22	1	1.067	315/8911	89.78	NZ_CAMPPO010000001.1 Streptococcus sp. Marseille-Q5619 contig00001, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/636/475/GCF_900636475.1_genomic.fna.gz	95.52	0.330	94.83-96.11	0.330	0.26-0.41	1	1.159	535/7893	91.68	NZ_LR134283.1 Streptococcus anginosus strain NCTC10713 chromosome 1, complete sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/005/545/GCF_002005545.1_genomic.fna.gz	95.44	0.133	94.14-96.84	0.133	0.08-0.22	1	1.062	256/8727	89.24	NZ_LBMT01000001.1 Streptococcus mitis strain 321A Scaffold1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/916/050/595/GCA_916050595.1_genomic.fna.gz	95.28	0.163	93.89-97.01	0.163	0.09-0.26	1	1.086	187/5573	89.63	CAJZLM010000001.1 MAG TPA_asm: Streptococcus mitis isolate ERR2765141_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674214.1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/148/585/GCF_000148585.2_genomic.fna.gz	95.27	0.129	94.10-96.83	0.129	0.07-0.20	1	1.060	215/7991	88.99	NZ_CP028414.1 Streptococcus mitis NCTC 12261 chromosome, complete genome
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/414/935/GCA_019414935.1_genomic.fna.gz	95.20	0.123	93.67-97.03	0.123	0.07-0.19	1	1.069	174/6922	88.80	DXLD01000001.1 MAG TPA_asm: Streptococcus sp. isolate HRGM_Genome_0315 HRGM_Genome_0315_1, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/903/645/285/GCF_903645285.1_genomic.fna.gz	95.18	0.168	94.16-96.43	0.168	0.11-0.25	1	1.077	284/8493	89.62	NZ_CAHJXN010000001.1 Streptococcus sp. Marseille-Q2617, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/269/255/GCF_002269255.1_genomic.fna.gz	95.17	0.112	94.13-96.03	0.112	0.08-0.16	1	1.053	566/24832	88.52	NZ_CP022823.1 Klebsiella quasivariicola strain KPN1705 chromosome, complete genome
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/281/025/GCF_001281025.1_genomic.fna.gz	95.05	0.165	93.82-96.56	0.165	0.09-0.25	1	1.076	249/7893	89.45	NZ_CP012646.1 Streptococcus mitis strain KCOM 1350 (= ChDC B183) chromosome, complete genome
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/960/005/GCF_000960005.1_genomic.fna.gz	95.00	0.154	93.69-96.44	0.154	0.09-0.24	1	1.071	238/8198	89.21	NZ_JYGP01000001.1 Streptococcus mitis strain OT25 TZ90_contig000001, whole genome shotgun sequence
trimmed_read1_3001184969-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/220/085/GCF_000220085.1_genomic.fna.gz	94.99	0.183	93.90-96.07	0.183	0.12-0.26	1	1.084	275/8111	89.66	NZ_AFQV01000034.1 Streptococcus mitis SK1080 ctg1129645366110, whole genome shotgun sequence
