Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/005/GCF_001679005.1_genomic.fna.gz	98.02	0.448	97.70-98.34	0.448	0.40-0.49	1	1.269	1910/9834	94.85	NZ_LXTW01000001.1 Moraxella nonliquefaciens strain CCUG 348 contig_1, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/025/055/GCA_016025055.1_genomic.fna.gz	97.78	0.285	97.50-98.03	0.285	0.26-0.31	1	1.154	2585/20859	93.49	CP065590.1 Chryseobacterium indologenes strain DSM 16777 chromosome, complete genome
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	97.48	0.135	96.56-98.15	0.135	0.11-0.18	1	1.066	603/10561	91.18	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/269/965/GCF_000269965.1_genomic.fna.gz	96.45	0.235	95.81-96.94	0.235	0.20-0.29	1	1.114	822/12027	91.71	NC_017219.1 Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088, complete sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/475/755/GCF_900475755.1_genomic.fna.gz	96.06	0.323	95.56-96.53	0.323	0.26-0.38	1	1.180	623/7845	92.15	NZ_LS483411.1 Haemophilus influenzae strain NCTC11426 chromosome 1, complete sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/703/545/GCF_019703545.1_genomic.fna.gz	96.04	0.224	95.38-96.65	0.224	0.18-0.28	1	1.134	464/8083	91.19	NZ_AP018771.1 Haemophilus influenzae strain CHBN-II-8 isolate 10H27 chromosome, complete genome
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/947/253/175/GCA_947253175.1_genomic.fna.gz	95.94	0.208	94.93-96.91	0.208	0.14-0.27	1	1.115	287/5429	90.95	CAMXYG010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate SRR17635508_bin.2_metaWRAP_v1.3_MAG genome assembly, contig: ERZ14212505.19, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/916/050/595/GCA_916050595.1_genomic.fna.gz	95.80	0.213	94.87-96.69	0.213	0.15-0.29	1	1.117	283/5573	90.83	CAJZLM010000001.1 MAG TPA_asm: Streptococcus mitis isolate ERR2765141_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674214.1, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/220/085/GCF_000220085.1_genomic.fna.gz	95.79	0.268	95.03-96.39	0.268	0.22-0.34	1	1.163	503/8111	91.42	NZ_AFQV01000034.1 Streptococcus mitis SK1080 ctg1129645366110, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/113/365/GCA_001113365.1_genomic.fna.gz	95.71	0.187	94.84-96.56	0.187	0.14-0.24	1	1.227	431/9843	90.40	CKYA01000001.1 Streptococcus pneumoniae genome assembly 6823_7#22, scaffold ERS021524SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/415/GCF_013277415.1_genomic.fna.gz	95.68	0.209	94.77-96.68	0.209	0.15-0.27	1	1.226	433/9052	90.66	NZ_VMMX01000001.1 Streptococcus sp. 68 68_S3_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/276/795/GCF_013276795.1_genomic.fna.gz	95.60	0.230	94.73-96.51	0.230	0.16-0.31	1	1.221	435/8538	90.84	NZ_VMLR01000001.1 Streptococcus sp. 2342 2342_S22_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/439/915/GCF_030439915.1_genomic.fna.gz	95.58	0.241	94.79-96.19	0.241	0.19-0.29	1	1.189	444/8418	90.95	NZ_JAQFJG010000010.1 Streptococcus sp. SPS1 NODE_10_length_71805_cov_189.924538, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/277/455/GCF_013277455.1_genomic.fna.gz	95.49	0.279	94.73-96.16	0.279	0.22-0.35	1	1.216	513/8788	91.24	NZ_VMMY01000001.1 Streptococcus sp. 5346 5346-99_S28_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/096/185/GCA_001096185.1_genomic.fna.gz	95.49	0.199	94.59-96.45	0.199	0.14-0.27	1	1.248	387/8989	90.35	CRPU01000001.1 Streptococcus pneumoniae genome assembly 6775_1#8, scaffold ERS020334SCcontig000001, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/072/315/GCF_001072315.1_genomic.fna.gz	95.48	0.236	94.64-96.15	0.236	0.18-0.30	1	1.203	467/9310	90.80	NZ_JVLI01000001.1 Streptococcus pseudopneumoniae strain 330_SPSE 0_919_132734, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/655/GCF_001457655.1_genomic.fna.gz	95.46	0.277	94.80-96.13	0.277	0.21-0.35	1	1.148	458/7983	91.19	NZ_LN831035.1 Haemophilus influenzae strain NCTC8143 chromosome 1, complete sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/221/245/GCA_905221245.1_genomic.fna.gz	95.46	0.209	94.65-96.50	0.209	0.14-0.27	1	1.259	371/8315	90.46	CAJNCK010000001.1 unidentified bacterium isolate Streptococcus species genome assembly, contig: NODE_1_length_394086_cov_61.6465, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/984/305/GCF_002984305.1_genomic.fna.gz	95.45	0.275	94.72-96.05	0.275	0.22-0.34	1	1.192	484/8528	91.16	NZ_NEAA01000096.1 Haemophilus influenzae strain 135P16H1 N135P16H1_100_1, whole genome shotgun sequence
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/148/585/GCF_000148585.2_genomic.fna.gz	95.44	0.196	94.46-96.34	0.196	0.14-0.26	1	1.146	335/7991	90.27	NZ_CP028414.1 Streptococcus mitis NCTC 12261 chromosome, complete genome
trimmed_read1_3001425825-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/267/835/GCF_013267835.1_genomic.fna.gz	95.44	0.084	93.29-97.63	0.084	0.04-0.16	1	1.040	173/9089	88.00	NZ_CP053939.1 Neisseria mucosa strain FDAARGOS_758 chromosome, complete genome
