Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	98.77	0.051	96.86-100.63	0.051	0.02-0.09	1	1.025	360/10561	89.67	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/005/GCF_001679005.1_genomic.fna.gz	98.52	0.464	98.27-98.81	0.464	0.41-0.50	1	1.274	2295/9834	95.41	NZ_LXTW01000001.1 Moraxella nonliquefaciens strain CCUG 348 contig_1, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/423/025/GCF_019423025.1_genomic.fna.gz	97.84	0.130	96.69-98.65	0.130	0.10-0.19	1	1.070	528/8539	91.41	NZ_JAHZCD010000001.1 MAG: Haemophilus sp. isolate HRGM_Genome_2181 HRGM_Genome_2181_1, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/688/415/GCF_000688415.1_genomic.fna.gz	97.58	0.147	96.68-98.21	0.147	0.12-0.19	1	1.084	629/9809	91.52	NZ_JIAH01000001.1 Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00010.10_C, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	97.55	0.100	96.27-98.86	0.100	0.06-0.16	1	1.058	379/8578	90.43	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/834/395/GCA_934834395.1_genomic.fna.gz	97.38	0.129	96.27-98.12	0.129	0.09-0.18	1	1.068	398/7501	90.96	CAKVVS010000001.1 MAG: Haemophilus parainfluenzae isolate MTG228_bin.47.fa genome assembly, contig: NODE_1_length_24956_cov_3.182202, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/205/705/GCF_024205705.1_genomic.fna.gz	97.34	0.038	94.68-97.72	0.038	0.03-0.09	1	1.019	161/9958	87.54	NZ_CP073115.1 Neisseria subflava strain TT0077 chromosome, complete genome
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/553/625/GCF_015553625.1_genomic.fna.gz	97.18	0.105	95.93-98.55	0.105	0.07-0.16	1	1.161	354/8643	90.21	NZ_JADNGY010000010.1 Streptococcus australis strain D40t1_170626_G7 NODE_10_length_80741_cov_28.857, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/369/675/GCA_018369675.1_genomic.fna.gz	97.12	0.150	96.22-98.09	0.150	0.11-0.21	1	1.080	460/8156	91.14	JAGZBU010000009.1 MAG: Haemophilus parainfluenzae isolate L3_106_038G1_dasL3_106_038G1_metabat.metabat.5 L3_106_038G1_scaffold_100, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/931/375/GCF_014931375.1_genomic.fna.gz	97.10	0.156	96.23-97.85	0.156	0.12-0.20	1	1.086	501/8649	91.22	NZ_CP063117.1 Haemophilus parainfluenzae strain M1C142_1 chromosome, complete genome
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/815/355/GCF_001815355.1_genomic.fna.gz	97.10	0.158	96.24-98.10	0.158	0.11-0.21	1	1.126	486/8284	91.26	NZ_KV820351.1 Haemophilus sp. HMSC068C11 Scaffold0, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/914/055/GCA_001914055.1_genomic.fna.gz	97.08	0.145	96.02-97.93	0.145	0.11-0.20	1	1.119	437/8106	91.01	MKXX01000001.1 MAG: Haemophilus parainfluenzae isolate 0123Y_40_43 0123Y_scaffold_10, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/959/020/685/GCA_959020685.1_genomic.fna.gz	97.04	0.154	96.09-97.84	0.154	0.11-0.21	1	1.083	436/7764	91.13	CAUETL010000001.1 MAG TPA_asm: Haemophilus parainfluenzae isolate DRR221346_bin.14_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ19210964.221, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/479/335/GCF_000479335.1_genomic.fna.gz	97.01	0.115	95.90-98.10	0.115	0.07-0.17	1	1.060	351/8289	90.30	NC_022584.1 Streptococcus ilei, complete sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/756/155/GCA_900756155.1_genomic.fna.gz	97.00	0.153	96.02-97.79	0.153	0.11-0.21	1	1.082	465/8403	91.09	CAAEJV010000001.1 MAG TPA_asm: Pasteurellaceae bacterium, isolate HGM20799, WGS project CAAEJV010000000 data, contig: ERS473369_3_k99_66, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/334/725/GCF_019334725.1_genomic.fna.gz	96.99	0.041	94.09-97.20	0.041	0.04-0.10	1	1.020	148/9408	87.46	NZ_CP079818.1 Neisseria perflava strain LPB0400 chromosome, complete genome
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/363/335/GCA_018363335.1_genomic.fna.gz	96.97	0.119	95.62-98.26	0.119	0.08-0.19	1	1.069	375/8656	90.37	JAGZOA010000031.1 MAG: Haemophilus parainfluenzae isolate L3_122_368G1_dasL3_122_368G1_concoct_22 L3_122_368G1_scaffold_1030, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/808/955/GCF_001808955.1_genomic.fna.gz	96.94	0.222	96.42-97.43	0.222	0.19-0.27	1	1.136	762/10004	92.03	NZ_KV795235.1 Rothia sp. HMSC078H08 Scaffold0, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/015/255/025/GCA_015255025.1_genomic.fna.gz	96.89	0.153	95.92-97.66	0.153	0.11-0.21	1	1.090	398/7486	90.97	JABZOY010000100.1 MAG: Haemophilus sp. isolate JCVI_47_bin.5 NODE_100_length_5587_cov_25.810708, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/175/615/GCF_000175615.1_genomic.fna.gz	96.86	0.215	96.28-97.44	0.215	0.17-0.26	1	1.147	703/9767	91.86	NZ_ACVO01000025.1 Rothia mucilaginosa ATCC 25296 contig00004, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/825/805/GCF_030825805.1_genomic.fna.gz	96.84	0.095	95.49-98.77	0.095	0.05-0.15	1	1.053	244/7287	89.62	NZ_JAPJPF010000040.1 MAG: Streptococcus sp. isolate RAGGC_127 NODE_1015_length_18231_cov_26.670169, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/931/275/GCF_014931275.1_genomic.fna.gz	96.79	0.133	95.50-97.84	0.133	0.09-0.21	1	1.075	387/8540	90.50	NZ_CP063110.1 Haemophilus parainfluenzae strain M1C160_1 chromosome, complete genome
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/371/425/GCA_905371425.1_genomic.fna.gz	96.76	0.161	95.69-97.73	0.161	0.10-0.22	1	1.084	297/5549	90.99	CAJPLD010000001.1 MAG: Haemophilus parainfluenzae isolate SRR6059102-mag-bin.2 genome assembly, contig: SRR6059102-mag-bin.2_7, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/679/485/GCF_001679485.1_genomic.fna.gz	96.72	0.137	95.58-97.63	0.137	0.09-0.19	1	1.142	416/9134	90.52	NZ_LZOZ01000001.1 Haemophilus sp. CCUG 60358 contig_1, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/055/095/GCF_001055095.1_genomic.fna.gz	96.71	0.164	95.72-97.45	0.164	0.13-0.23	1	1.091	452/8441	90.99	NZ_JVHG01000005.1 Haemophilus parainfluenzae strain 432_HPAR 130_553_85695, whole genome shotgun sequence
trimmed_read1_3001102451-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/005/545/GCF_002005545.1_genomic.fna.gz	96.67	0.065	94.71-98.66	0.065	0.03-0.12	1	1.042	192/8727	88.42	NZ_LBMT01000001.1 Streptococcus mitis strain 321A Scaffold1, whole genome shotgun sequence
