Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/943/913/135/GCA_943913135.1_genomic.fna.gz	100.00	0.033	99.47-103.32	0.033	0.02-0.07	1	1.016	311/5380	91.21	CALTVE010000001.1 MAG: uncultured Francisella sp. isolate ohiRvGc4sK_bin.2.MAG genome assembly, contig: NODE_1_length_560222_cov_54.635273, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/223/095/GCF_015223095.1_genomic.fna.gz	99.15	0.876	99.03-99.30	0.876	0.82-0.92	1	1.606	5234/11687	97.44	NZ_JADFBZ010000001.1 Moraxella sp. K127 Contig_001, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/245/815/GCF_000245815.1_genomic.fna.gz	97.76	0.565	97.46-98.07	0.565	0.50-0.63	1	1.334	1671/7821	95.14	NZ_JH601103.1 Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/120/595/GCF_010120595.1_genomic.fna.gz	97.74	0.113	96.51-98.74	0.113	0.08-0.17	1	1.062	451/8584	90.93	NZ_CP038020.1 Streptococcus thermophilus strain ATCC 19258 chromosome, complete genome
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/027/545/GCF_002027545.1_genomic.fna.gz	96.91	0.885	96.72-97.07	0.885	0.82-0.96	1	1.615	2706/12181	95.26	NZ_MXAN01000001.1 Moraxella lacunata strain CCUG 4441 CCUG_4441T_0000001, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/688/415/GCF_000688415.1_genomic.fna.gz	96.88	0.119	95.55-97.94	0.119	0.08-0.18	1	1.061	411/9809	90.27	NZ_JIAH01000001.1 Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00010.10_C, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/027/555/GCF_002027555.1_genomic.fna.gz	93.82	0.834	93.53-94.14	0.834	0.73-0.94	1	1.648	905/11503	92.13	NZ_MXAP01000001.1 Moraxella equi strain CCUG 4950 CCUG4950T_R1__paired__trimmed__paired__contig_1, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/453/205/GCF_900453205.1_genomic.fna.gz	93.78	0.889	93.50-94.09	0.889	0.78-0.99	1	1.576	922/11477	92.19	NZ_UGQU01000006.1 Moraxella lacunata strain NCTC10359, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/426/885/GCF_000426885.1_genomic.fna.gz	93.64	0.850	93.31-94.01	0.850	0.72-0.98	1	1.642	815/10888	91.98	NZ_AUGF01000001.1 Moraxella caprae DSM 19149 K941DRAFT_scaffold00001.1_C, whole genome shotgun sequence
trimmed_read1_3000864467-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/014/975/GCF_002014975.1_genomic.fna.gz	93.33	0.967	93.09-93.61	0.967	0.83-1.07	1	1.664	859/11767	91.90	NZ_MUXV01000001.1 Moraxella bovis strain CCUG 2133 2133T_ctg_0000001, whole genome shotgun sequence
